appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
3256790,Satelital,Free,N/A,N/A,full,Miguel Dorta,Miguel Dorta,True,True,False,To be announced,"{'OS *': 'Windows 7', 'Processor': 'Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or greater', 'Memory': '2 GB RAM', 'Graphics': 'NVIDIA GTX 1050 Ti / AMD Radeon RX 570 or greater', 'Storage': '200 MB available space'}","{'OS': 'Windows 11', 'Processor': 'Intel i5-4590 / AMD Ryzen 5 1500X or greater', 'Memory': '2 GB RAM', 'Graphics': 'NVIDIA GTX 1070 / AMD Radeon Vega 56 or greater', 'Storage': '200 MB available space'}","['Single-player', 'Full controller support', 'HDR available', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3256790/header.jpg?t=1742263023
3177870,No Happy Days,$0.99,N/A,N/A,full,Piero Ramirez,Piero Ramirez,True,False,False,"Oct 18, 2024","{'OS *': 'Windows XP, Vista, 7, 8, or 10', 'Memory': '750 MB RAM', 'Storage': '750 MB available space', 'Additional Notes': ""Doesn't support 1366 x 768 resolution""}","{'OS *': 'Windows XP, Vista, 7, 8, or 10', 'Memory': '750 MB RAM', 'Storage': '750 MB available space', 'Additional Notes': 'Recommended resolution: 1980 x 1080'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['RPG'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3177870/header.jpg?t=1740155856
2705370,Mist,Free,N/A,N/A,N/A,43N34S,Nota Art,True,False,False,"May 1, 2024","{'OS': 'Windows 10 or newer', 'Processor': 'Something made after like 2009 should do it', 'Memory': '1 GB RAM', 'Graphics': 'The same as processor', 'DirectX': 'Version 11', 'Storage': '500 MB available space', 'Sound Card': 'Any', 'VR Support': 'No'}",{},['Single-player'],['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2705370/header.jpg?t=1727329961
2163790,Lighten Up,$0.99,N/A,N/A,N/A,Snowdrop,Snowdrop,True,False,False,"Nov 2, 2022","{'OS': 'Windows 10 64 bit', 'Processor': '2 cores with 2Ghz+', 'Memory': '512 MB RAM', 'DirectX': 'Version 11', 'Storage': '250 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2163790/header.jpg?t=1706359209
3313140,Punishment Special Edition,Free,N/A,N/A,N/A,FACT STUDIO,FACT STUDIO,True,False,False,"Jan 22, 2025","{'OS *': 'Windows XP, Vista, 7, 8, or 10', 'Processor': '2GHz+', 'Graphics': '128MB', 'Storage': '634 MB available space', 'Additional Notes': 'Press F4 to FullSreen'}",{'Additional Notes': 'Press F4 to FullSreen'},['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG', 'Free To Play']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3313140/header.jpg?t=1737548808
656300,RD's Adventure Mini Golf,Free,N/A,N/A,N/A,Gear Worx Productions,Gear Worx Productions,True,False,False,"Jan 15, 2019","{'OS *': 'Window 7+', 'Processor': 'i3', 'Memory': '2 GB RAM', 'Graphics': 'Nvidia GeForce 600 Or ATI Equivalent', 'DirectX': 'Version 10', 'Storage': '3 GB available space'}","{'OS': 'Windows 10', 'Processor': 'i5+', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GeForce 600+ Or ATI Equivalent', 'DirectX': 'Version 10', 'Storage': '3 GB available space'}","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together']","['Casual', 'Indie', 'Simulation', 'Sports']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/656300/header.jpg?t=1669311475
407900,Princess Remedy in a World of Hurt,Free,N/A,N/A,full,"Ludosity, Remar Games",Ludosity,True,False,False,"Jan 1, 2016","{'OS *': 'Windows XP', 'Memory': '50 MB RAM', 'DirectX': 'Version 9.0', 'Storage': '10 MB available space'}",{},"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/407900/header.jpg?t=1728631375
1992880,Miner Rush,Free,N/A,N/A,N/A,TigerQiuQiu,TigerQiuQiu,True,False,False,Coming soon,"{'OS': 'Windows 10', 'Processor': 'Intel(r) Core (TM)2 CPU -T7200 @ 2.50 GHz', 'Memory': '4 GB RAM', 'Graphics': 'ATI Mobility Raedon X1600 / Nvidia GeForce 8600M GT', 'DirectX': 'Version 12', 'Storage': '100 MB available space', 'Sound Card': 'Onboard'}",{},['Single-player'],"['Action', 'Casual', 'Free To Play', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1992880/header.jpg?t=1652144588
1202410,Midjungard,$15.99,N/A,N/A,N/A,Plus Infinity Studios,Plus Infinity Studios,True,False,False,"Nov 21, 2021","{'OS': 'Win 10', 'Processor': 'Intel I - 5', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060 3GB', 'DirectX': 'Version 10', 'Network': 'Broadband Internet connection', 'Storage': '6 GB available space', 'Sound Card': 'Not critical', 'Additional Notes': 'A solid video card and a fast internet connection are must haves.'}","{'OS': 'Win 10', 'Processor': 'Intel I - 5', 'Memory': '16 GB RAM', 'Graphics': 'GTX 1080 Ti', 'DirectX': 'Version 10', 'Network': 'Broadband Internet connection', 'Storage': '10 GB available space', 'Sound Card': 'Any modern sound card', 'Additional Notes': 'A solid video card and a fast internet connection are must haves.'}","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1202410/header.jpg?t=1639018288
1458920,Meridian 157: Chapter 1,$3.99,254,N/A,N/A,NovaSoft Interactive Ltd.,NovaSoft Interactive Ltd.,True,True,False,"Dec 9, 2020","{'OS *': 'Windows 7 or higher', 'Processor': 'Dual Core with Hyper-Threading', 'Memory': '2 GB RAM', 'Graphics': 'Intel Iris Pro Graphics', 'Storage': '550 MB available space'}",{},"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1458920/header.jpg?t=1607534920
2356330,Candlelight: Lament,$9.99,N/A,N/A,N/A,正方形劳伦斯,Gamera Games,True,True,False,"Aug 5, 2024","{'OS': 'Windows7', 'Processor': 'Intel Core i5-7200U', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 960', 'Storage': '2 GB available space'}","{'OS': 'windows10', 'Processor': 'Intel Core i7-4790', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060', 'Storage': '2 GB available space'}","['Single-player', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2356330/header.jpg?t=1728966526
301930,War of the Human Tanks - Limited Operations,$4.99,N/A,N/A,N/A,Yakiniku Banzai,Fruitbat Factory,True,False,False,"Jun 13, 2016","{'OS *': 'Windows 7/8/10/11', 'Processor': 'PentiumIII or higher', 'Memory': '512 MB RAM'}",{},"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/301930/header.jpg?t=1743588456
1965370,MAGICAL ANGEL FAIRY HEART,$5.99,116,N/A,N/A,UMAI NEKO,UMAI NEKO,True,False,False,"May 12, 2022","{'OS': 'WIN7', 'Processor': 'Intel Core i3-2100', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GeForce GTX 660 2G', 'Storage': '1 GB available space'}","{'OS': 'WIN10', 'Processor': 'Intel Core i5-4430', 'Memory': '16 GB RAM', 'Graphics': 'Nvidia GeForce GTX 1060, 3 GB', 'Storage': '1 GB available space'}","['Single-player', 'Family Sharing']",['Action'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1965370/header.jpg?t=1728716126
2346560,D.C.K.: Dock Chess King,$1.99,N/A,N/A,N/A,Valentware Games,Valentware Games,True,True,False,"Apr 24, 2023","{'OS': 'Windows 10/11 64-bit', 'Processor': 'Intel i3 Skylake | AMD FX-6000', 'Memory': '2 GB RAM', 'Graphics': 'Nvidia 450 GTS / Radeon HD 5750 or better', 'DirectX': 'Version 9.0', 'Storage': '300 MB available space'}","{'OS': 'Windows 10/11 64-bit', 'Processor': 'Intel i5 Coffee Lake | AMD Ryzen 3', 'Memory': '2 GB RAM', 'Graphics': 'Nvidia GTX 460 / Radeon HD 7800 or better', 'DirectX': 'Version 9.0c', 'Storage': '300 MB available space'}","['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2346560/header.jpg?t=1687429423
331460,ROOMS: The Toymaker's Mansion,$7.99,N/A,66,N/A,HandMade Game,HandMade Game,True,True,True,"May 1, 2015","{'OS *': 'Windows XP or later', 'Processor': '1.83 GHZ or higher', 'Memory': '2 GB RAM', 'Storage': '250 MB available space', 'VR Support': 'SteamVR'}",{},"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/331460/header.jpg?t=1702804688
434600,Blue Bird,$12.99,N/A,N/A,full,Deadline Soft,Deadline Soft,True,True,True,"Apr 13, 2017","{'OS *': 'Windows XP SP3+', 'Memory': '1 GB RAM', 'Graphics': 'OpenGL 2.0 or greater.', 'DirectX': 'Version 9.0c', 'Storage': '2 GB available space', 'Additional Notes': 'If you got Bug, Error, Mispronounced words or Something Weird. Please make a post on Steam Community. Thank you.'}","{'OS *': 'Windows 7', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL 2.0 or greater.', 'DirectX': 'Version 9.0c', 'Storage': '2 GB available space', 'Additional Notes': 'If you got Bug, Error, Mispronounced words or Something Weird. Please make a post on Steam Community. Thank you.'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Violent', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/434600/header.jpg?t=1492274814
405960,Sunken,Free,N/A,N/A,N/A,Hit the Crow,N/A,True,False,True,"May 26, 2016","{'OS *': 'Windows 7, 8, 10', 'Processor': 'i3', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GTX 650, ATI 6870 or equal', 'DirectX': 'Version 9.0', 'Storage': '2 GB available space'}","{'OS *': 'Windows 7, 8, 10', 'Processor': 'i5', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GTX 760, Ati 270 Series', 'DirectX': 'Version 11', 'Storage': '2 GB available space'}","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405960/header.jpg?t=1678800917
421170,Indivisible,$19.99,2277,78,full,Lab Zero Games,505 Games,True,True,True,"Oct 8, 2019","{'OS *': 'Windows 7 64-bit', 'Processor': 'Intel Core i3-2100', 'Memory': '6 GB RAM', 'Graphics': 'GeForce GTX 560', 'Storage': '6 GB available space', 'Additional Notes': 'Photosensitivity warning disclaimer'}","{'OS': 'Windows 10 64-bit', 'Processor': 'Core i5-3470', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 670'}","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/421170/header.jpg?t=1677520885
1975550,Skystrike: Wings of Justice,$7.99,N/A,N/A,N/A,Choice of Games,Choice of Games,True,True,True,"Nov 10, 2022",{'OS *': 'Windows 7'},{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1975550/header.jpg?t=1734034909
1379880,RED MACHINA,Free,N/A,N/A,N/A,Dante Esposato,Unbelievable Gameworks,True,False,False,Coming soon,"{'OS *': 'Windows 7 / 8 / 10 / 11', 'Processor': 'Intel/AMD', 'Memory': '8 GB RAM', 'Graphics': 'nVidia GeForce GTX 750ti', 'Storage': '1 GB available space', 'Sound Card': 'Yes / Any', 'Additional Notes': 'Play it with headphones.'}",{},"['Single-player', 'Family Sharing']",['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1379880/header.jpg?t=1729345736
2094920,ChibiTama,$2.99,N/A,N/A,N/A,Henapokoya,Henapokoya,True,False,False,"Aug 5, 2022","{'OS': 'Windows 10 64bit', 'Processor': '2GHz', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL compatible VRAM 1 GB or more', 'Storage': '350 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2094920/header.jpg?t=1659995335
2318520,PIP: Battle for the Arctic,Free,N/A,N/A,full,"Casual2D, WarmedxMints",Casual2D,True,False,False,To be announced,"{'OS *': 'Windows 8.1', 'Processor': 'Intel Core i5 3550 @ 3.3 GHz or AMD FX-6300', 'Memory': '4 GB RAM', 'Graphics': 'AMD Radeon R7 370 or NVIDIA GeForce GTX 660/570', 'DirectX': 'Version 11', 'Storage': '8 GB available space', 'Sound Card': 'Motherboard Sound Or Higher'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i7 4790K @ 4.00 GHz or AMD Ryzen 7 5800X3D', 'Memory': '8 GB RAM', 'Graphics': 'AMD Radeon R9 290X or NVIDIA GeForce GTX 780', 'Storage': '8 GB available space', 'Sound Card': 'Motherboard Sound Or Higher'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2318520/header.jpg?t=1676920669
1021770, Wanba Warriors,$4.99,2264,N/A,full,Wanba Studio,Wanba Studio,True,False,False,"Mar 25, 2020","{'OS *': 'Windows 7/8/10', 'Processor': 'Intel Pentium E2180 2.0 GHz', 'Memory': '500 MB RAM', 'Graphics': 'Intel HD Graphics 4400', 'Storage': '500 MB available space'}",{},"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1021770/header.jpg?t=1730197409
1259530,Cherry Kisses,$6.90,N/A,N/A,full,Floraverse,Floraverse,True,False,True,"Apr 23, 2020","{'OS *': 'Windows Vista+', 'Graphics': 'OpenGL 2.1+', 'Storage': '50 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1259530/header.jpg?t=1587676398
365620,WarBirds - World War II Combat Aviation,$14.99,N/A,N/A,full,iEntertainment Network Inc,iEntertainment Network Inc,True,True,False,"May 5, 2015","{'OS': 'Windows  10', 'Memory': '1 GB RAM', 'Graphics': 'Shader 3 Compatible', 'DirectX': 'Version 9.0c', 'Storage': '5 GB available space', 'Additional Notes': 'Joystick, mouse and keyboard'}","{'Memory': '2 GB RAM', 'DirectX': 'Version 9.0c', 'Network': 'Broadband Internet connection', 'Storage': '5 GB available space'}","['Single-player', 'Multi-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Massively Multiplayer', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/365620/header.jpg?t=1685122631
2594970,Botanical Chronicle,$5.99,N/A,N/A,N/A,Metapolis Games,Metapolis Games,True,False,False,"Dec 12, 2024","{'OS': 'Windows 10 & 11 64-bit version', 'Processor': 'Quad-core Intel or AMD, 2.5 GHz or faster', 'Memory': '8 GB RAM', 'Graphics': 'Geforce GTX 750 / Radeon R7 260X with 1GB Memory', 'DirectX': 'Version 11', 'Storage': '2 GB available space', 'Sound Card': 'DirectX compatible sound card'}","{'OS': 'Windows 10 & 11 64-bit version', 'Processor': 'Quad-core Intel or AMD, 2.5 GHz or faster', 'Memory': '16 GB RAM', 'Graphics': 'DirectX 11 or 12 compatible graphics card', 'DirectX': 'Version 12', 'Storage': '2 GB available space', 'Sound Card': 'DirectX compatible sound card'}","['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2594970/header.jpg?t=1735342857
2069260,Somnipathy,$16.99,N/A,N/A,N/A,Tearcell Game Studio,Tearcell Game Studio,True,True,True,"Sep 12, 2023","{'OS *': 'Windows 7', 'Processor': 'Core i3 or equivalent', 'Memory': '1 GB RAM', 'Graphics': 'DirectX 11 and/or OpenGL 3.3 compatible video card', 'Storage': '1300 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2069260/header.jpg?t=1715118935
1094460,Tiger Tank 59 Ⅰ Battleship,Free,N/A,N/A,full,TigerQiuQiu,TigerQiuQiu,True,False,False,"Jun 10, 2019","{'OS': 'Windows 10', 'Processor': 'Intel(r) Core (TM)2 CPU -T7200 @ 2.50 GHz', 'Memory': '100 MB RAM', 'Graphics': 'ATI Mobility Raedon X1600 / Nvidia GeForce 8600M GT', 'DirectX': 'Version 12', 'Storage': '100 MB available space', 'Sound Card': 'Onboard'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1094460/header.jpg?t=1625140925
480490,Prey,$29.99,34324,N/A,full,Arkane Studios,Bethesda Softworks,True,False,False,"May 4, 2017","{'OS *': 'Windows 7/8/10 (64-bit versions)', 'Processor': 'Intel i5-2400, AMD FX-8320', 'Memory': '8 GB RAM', 'Graphics': 'GTX 660 2GB, AMD Radeon 7850 2GB', 'Storage': '20 GB available space'}","{'OS *': 'Windows 7/8/10 (64-bit versions)', 'Processor': 'Intel i7-2600K, AMD FX-8350', 'Memory': '16 GB RAM', 'Graphics': 'GTX 970 4GB, AMD R9 290 4GB', 'Storage': '20 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/480490/header.jpg?t=1741275660
3421960,mule of graves بغلة القبور,$1.99,N/A,N/A,N/A,younes beroughani,younes beroughani,True,False,False,"Feb 20, 2025","{'OS': 'Windows10,Windows11,Windows8,Windows7', 'Processor': 'Intel(R) Core(TM) i3', 'Memory': '8 GB RAM', 'Graphics': 'Intel HD', 'Storage': '20 GB available space'}",{},"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3421960/header.jpg?t=1740071688
1151300,Lumbermill,Free,N/A,N/A,N/A,BW Games,BW Games,True,False,False,Coming soon,"{'OS *': 'Windows 10, 8, 7, Vista (64 Bit)', 'Processor': 'Dual core 3Ghz+', 'Memory': '4 GB RAM', 'Graphics': '512Mb Video Memory', 'DirectX': 'Version 10', 'Storage': '100 MB available space'}",{},"['Single-player', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1151300/header.jpg?t=1741295288
