appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
2058960,Earthless,Free,N/A,N/A,N/A,Blackbird Interactive,Blackbird Interactive,True,False,False,To be announced,{'OS': 'TBC'},{'OS': 'TBC'},"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","['Strategy', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2058960/header.jpg?t=1721756797
3165710,The Saloon,Free,N/A,N/A,N/A,Vigo Creative,Vigo Creative,True,False,False,Coming soon,"{'OS': 'Windows 10', 'Processor': 'Intel Core i5 -4590 equivalent or greater', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GTX 970 /AMD Radeon R9 290 or greater', 'Storage': '4 GB available space', 'VR Support': 'SteamVR, Standing Only', 'Additional Notes': 'VR Only'}","{'OS': 'Windows 10', 'Processor': 'Intel i5-4590 equivalent or greater', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX 970 / AMD Radeon R9 290 or greater', 'Storage': '4 GB available space', 'VR Support': 'SteamVR, Standing Only', 'Additional Notes': 'VR Only'}","['Single-player', 'Family Sharing']",['Casual'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3165710/header.jpg?t=1724176769
2449640,TagTime,Free,N/A,N/A,N/A,Niila,Niila,True,True,False,To be announced,"{'OS': '7 (SP1+), 10 and 11', 'Processor': 'x86, x64', 'Memory': '2 GB RAM', 'DirectX': 'Version 10', 'Network': 'Broadband Internet connection', 'Storage': '500 MB available space'}",{},"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Stats', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2449640/header.jpg?t=1739140720
2073590,Ludde,$7.99,N/A,N/A,full,Shellander Games,Shellander Games,True,False,True,"Dec 1, 2023","{'OS': 'Windows 10', 'Processor': 'Intel Core i3 3,20GHz / AMD Phenom II X4 955 3,2 GHz', 'Memory': '4 GB RAM', 'Graphics': 'GeForce GTX 560 / AMD R7-260X', 'DirectX': 'Version 11', 'Storage': '6 GB available space'}","{'OS': 'Windows 11', 'Processor': 'Intel Core i5-8400 / AMD Ryzen 5 1600', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 970 / AMD Radeon RX 580', 'DirectX': 'Version 12', 'Storage': '10 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2073590/header.jpg?t=1711107189
3424870,The Throng,$3.99,N/A,N/A,N/A,SoGon Games,SoGon Games,True,False,False,"Mar 11, 2025","{'OS': 'Windows 10', 'Graphics': 'NVIDIA GeForce GTX-1070', 'DirectX': 'Version 11', 'Network': 'Broadband Internet connection', 'Storage': '8 GB available space'}",{},"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3424870/header.jpg?t=1741711011
1504260,My Last Memories About You,$3.99,N/A,N/A,N/A,Kevei Kristóf,Kevei Kristóf,True,False,False,"Jan 11, 2021","{'OS *': 'Windows 7/10, 64-bit only', 'Processor': 'Intel i3 or equivalent', 'Memory': '4 GB RAM', 'Graphics': 'DX 9.0c video card with 256 MB VRAM and shader model 3.0 support', 'DirectX': 'Version 10', 'Storage': '500 MB available space'}","{'OS *': 'Windows 7/10, 64-bit only', 'Processor': 'Intel i5, 2.8+ GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GTX 570, AMD Radeon 6870, or equivalent', 'DirectX': 'Version 10', 'Storage': '500 MB available space'}","['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1504260/header.jpg?t=1610385785
455770,YamaYama,$9.99,N/A,N/A,full,Lumenox ehf,Lumenox ehf,True,False,False,"Jul 12, 2017","{'OS *': 'Windows 10, Windows 8, Windows 7', 'Processor': '2 ghz or better', 'Memory': '4 GB RAM', 'Graphics': 'GeForce 8800 GT or better', 'DirectX': 'Version 9.0c', 'Storage': '500 MB available space'}","{'OS *': 'Windows 10, Windows 8, Windows 7', 'Processor': '2 ghz or better', 'Memory': '4 GB RAM', 'Graphics': 'GeForce 8800 GT or better', 'DirectX': 'Version 9.0c', 'Storage': '500 MB available space'}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Sports']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/455770/header.jpg?t=1499900439
2595780,Picture Everything: Puzzle Cross Galaxy,$4.99,N/A,N/A,N/A,Spilt Milk Studios Ltd,Spilt Milk Studios Ltd,True,False,False,"Nov 8, 2023","{'OS': 'Windows 10', 'Processor': '2 ghz', 'Memory': '1 GB RAM', 'Network': 'Broadband Internet connection', 'Storage': '150 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']",['Casual'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2595780/header.jpg?t=1725016051
2237070,Deathtide,$4.99,N/A,N/A,N/A,Luiz Pascoto,Luiz Pascoto,True,False,True,"Jan 26, 2023","{'OS *': 'Windows 7', 'Processor': '2.5Ghz', 'Memory': '4 GB RAM', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}",{},"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2237070/header.jpg?t=1700589418
2780480,Dear Edmund,Free,N/A,N/A,N/A,Mind The Grease,Mind The Grease,True,False,False,To be announced,"{'OS *': 'Windows 7/8/10/11', 'Processor': 'Intel Core i5-4440 (3.10GHz)/AMD FX-6300 (3.50GHz)', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760/AMD Radeon HD 7970', 'Storage': '100 MB available space'}",{},"['Single-player', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2780480/header.jpg?t=1717215304
964110,MonGirlTile,$1.99,N/A,N/A,N/A,xexai,xexai,True,False,False,"Dec 21, 2018","{'OS': '7', 'Processor': 'Intel Pentium 4  or later', 'Memory': '512 MB RAM', 'DirectX': 'Version 10', 'Storage': '2 GB available space'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/964110/header.jpg?t=1545885385
239700,Hate Plus,$9.99,483,N/A,N/A,Love Conquers All Games,Love Conquers All Games,True,True,True,"Aug 19, 2013","{'OS *': 'Windows XP', 'Processor': '1.66 GHz', 'Memory': '2 GB RAM', 'Graphics': 'DirectX compatible card', 'DirectX': 'Version 9.0c'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/239700/header.jpg?t=1726321087
2598190,SomnaBuster,$14.99,N/A,N/A,full,PD_CGT,PD_CGT,True,False,True,"Sep 24, 2024","{'OS *': 'Windows 7 or later', 'Processor': 'Dual Core CPU, 2 GHz', 'Memory': '1 GB RAM', 'Graphics': '1 GB Video RAM', 'Storage': '200 MB available space'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2598190/header.jpg?t=1727193356
2195010,Chase Survivors,$2.99,N/A,N/A,full,Minicactus Games,Minicactus Games,True,False,False,"Oct 26, 2023","{'OS *': 'Windows XP/Vista/7/8/10', 'Processor': '2 GHz Dual Core', 'Memory': '4 GB RAM', 'Graphics': 'Graphics card supporting DirectX 9.0', 'DirectX': 'Version 9.0', 'Storage': '320 MB available space', 'Sound Card': 'Any'}",{},"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2195010/header.jpg?t=1714572515
3096330,200 Hidden House Cats,$1.99,N/A,N/A,N/A,626 Interactive,626 Interactive,True,False,False,"Aug 26, 2024","{'OS *': 'Windows 7', 'Processor': 'Any', 'Memory': '1 GB RAM', 'Graphics': 'Any', 'Storage': '1 GB available space'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3096330/header.jpg?t=1743367840
265750,Secret Ponchos,$14.99,619,N/A,full,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment,True,False,False,"Oct 13, 2015","{'OS *': 'Windows 7 SP1, Windows 8', 'Processor': 'Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce 460GTX or AMD Radeon HD 6800 1GB equilavent or higher', 'DirectX': 'Version 10', 'Network': 'Broadband Internet connection', 'Storage': '3 GB available space', 'Sound Card': 'Direct X 10 sound device', 'Additional Notes': 'Controller / Gamepad Supported :  Sony PS4 Dual shock, Microsoft Xbox 360® Controller for Windows®.  Keyboard/Mouse is supported.'}",{},"['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/265750/header.jpg?t=1450115527
2244380,Futa Heroism,$3.99,N/A,N/A,N/A,Kenningsly,Kenningsly Production,True,False,False,"Jan 5, 2023","{'OS *': 'Windows 7', 'Processor': '2.0 Ghz 64-bit Intel-compatible', 'Memory': '500 MB RAM', 'Graphics': 'OpenGL 3.0 or DirectX 11 compatible graphics card', 'DirectX': 'Version 11', 'Storage': '3000 MB available space'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2244380/header.jpg?t=1672989775
2537780,Brood Ma : Dadda,Free,N/A,N/A,full,James B Stringer,Infinite Arenas,True,False,False,"Dec 16, 2024","{'OS': 'Windows 11', 'Processor': 'Ryzen 7 / Intel i7', 'Memory': '16 GB RAM', 'Graphics': 'NVIDIA GTX 780 3GB', 'DirectX': 'Version 10', 'Storage': '3 GB available space'}","{'OS': 'Windows 11', 'Processor': 'Ryzen 9 / Intel i9', 'Memory': '32 GB RAM', 'Graphics': 'NVIDIA RTX 3080', 'DirectX': 'Version 11', 'Storage': '3 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support']","['Casual', 'Indie', 'Simulation', 'Free To Play', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2537780/header.jpg?t=1739446178
1239280,Black Box Map Maker,Free,N/A,N/A,N/A,"Fantastic Art Studios, Gixer Entertainment",Fantastic Art Studios,True,True,False,Coming soon,"{'OS *': 'Windows 7 SP1+', 'Processor': 'CPU: SSE2 instruction set support.', 'Memory': '4 GB RAM', 'Graphics': 'Direct X 10.0 compliant video card with at least 2GB VRAM', 'DirectX': 'Version 10', 'Storage': '30 GB available space', 'Additional Notes': 'Requires a 64-bit processor and operating system'}","{'OS': 'Windows 10', 'Processor': 'CPU: SSE2 instruction set support.', 'Memory': '16 GB RAM', 'Graphics': 'Direct X 10.0 compliant video card with at least 2GB VRAM', 'DirectX': 'Version 12', 'Storage': '30 GB available space', 'Additional Notes': 'Requires a 64-bit processor and operating system'}","['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",['RPG'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1239280/header.jpg?t=1657827232
454140,First Person Tennis - The Real Tennis Simulator,$24.99,341,N/A,full,Mikori Games,Mikori Games,True,False,False,"Apr 11, 2019","{'OS *': 'Windows 10/8/7/Vista/XP', 'Processor': '2.66 GHz Intel Core 2 Quad Q8400, 3.0 GHz AMD Phenom II X4 940', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GTX 1060 / RADEON RX 580', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space', 'VR Support': 'SteamVR'}","{'OS *': 'Windows 10/8/7/Vista/XP', 'Processor': '3.5 GHz Intel Core i7 3700, 4.0 GHz AMD FX-8350', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GTX 1080 / RADEON RX VEGA 64', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space'}","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Simulation', 'Sports']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/454140/header.jpg?t=1703057616
1633470,爱与命的彼端,$0.99,N/A,N/A,N/A,Shellpeach,Shellpeach,True,False,False,"May 27, 2021","{'OS *': 'Windows 7/8/10', 'Processor': 'Intel i5或同级别', 'Memory': '8 GB RAM', 'Graphics': '2GB RAM', 'Storage': '1 GB available space'}","{'OS *': 'Windows 7/8/10', 'Processor': 'Intel i5或同级别', 'Memory': '8 GB RAM', 'Graphics': '2GB RAM', 'Storage': '1 GB available space'}","['Single-player', 'Family Sharing']","['Casual', 'Indie', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1633470/header.jpg?t=1705915211
3143110,Elden Sword,$1.99,N/A,N/A,N/A,Zombie Developer,Zombie Developer,True,False,False,"Aug 19, 2024","{'OS': 'Windows (64-bit versions only)', 'Processor': 'Intel Core 2', 'Memory': '171 MB RAM'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3143110/header.jpg?t=1724144682
1558090,Rodent People: Origins,$9.99,N/A,N/A,N/A,Thomukas1,Zen Republic,True,False,False,"Mar 24, 2021","{'OS': 'Windows 10', 'Processor': 'Intel Core i5-4590', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GeForce GTX 970', 'Storage': '500 MB available space', 'VR Support': 'Oculus PC. Standing or Room Scale'}",{},"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1558090/header.jpg?t=1616605990
1589420,Memorize Cards,$1.99,N/A,N/A,N/A,QuickBobber,QuickBobber,True,False,False,"Apr 13, 2021","{'OS *': 'Windows 7-10', 'Processor': 'Dual Core CPU', 'Memory': '512 MB RAM', 'Graphics': '128mb', 'Storage': '40 MB available space'}",{},"['Single-player', 'Family Sharing']","['Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1589420/header.jpg?t=1618339160
3365450,A Regular Store,$4.99,N/A,N/A,N/A,"Duck, Chicken",FeatherStudio,True,False,False,"Mar 20, 2025","{'OS *': 'WINDOWS® 7, 8, 8.1, 10 (64-BIT Required)', 'Processor': 'Intel® Core™ i5-3470 or AMD Ryzen™ 3 1200', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA® GeForce® GTX 760 2GB / AMD Radeon R9 280 3GB', 'Storage': '7 GB available space'}","{'OS *': 'WINDOWS® 7, 8, 8.1, 10 (64-BIT Required)', 'Processor': 'Intel® Core™ i7-3770 or AMD FX™-9590 or better', 'Memory': '16 GB RAM', 'Graphics': 'NVIDIA® GeForce® GTX 1070 or AMD Radeon™ RX 480 with 3GB Video RAM', 'Storage': '7 GB available space'}","['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3365450/header.jpg?t=1742476631
1507800,Base Defense VR,Free,N/A,N/A,N/A,Tactical Republic Games,Tactical Republic Games,True,False,False,"Aug 26, 2021","{'OS': 'Windows 10', 'Processor': 'Intel i5-4590 3.3 GHz', 'Memory': '8 GB RAM', 'Graphics': 'GEFORCE GTX 980 Ti', 'DirectX': 'Version 11', 'Storage': '5 GB available space', 'VR Support': 'SteamVR'}","{'OS': 'Windows 10', 'Processor': 'Intel i7-4700K 4.0 GHz', 'Memory': '16 GB RAM', 'Graphics': 'GEFORCE RTX 3080', 'DirectX': 'Version 11', 'Storage': '6 GB available space'}","['Single-player', 'Tracked Controller Support', 'VR Only']","['Strategy', 'Free To Play', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1507800/header.jpg?t=1694720329
3205600,The Libido Enigma,$12.99,N/A,N/A,N/A,broiler_x,broiler_x,True,True,True,"Mar 27, 2025","{'OS *': 'Version: Windows 7 or higher.', 'Processor': 'CPU: 2.0 Ghz 64-bit Intel-compatible', 'Memory': '512 MB RAM', 'Graphics': 'Graphics: OpenGL 3.0 or DirectX 11', 'Storage': '1 GB available space'}",{},"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3205600/header.jpg?t=1743361431
1316440,Lonefarm,Free,N/A,N/A,N/A,Novemtails,Novemtails,True,True,True,Coming soon,"{'OS *': '64bit versions of Windows 7, Windows 8, Windows 10', 'Processor': '+3 GHZ dual core processor', 'Memory': '4 GB RAM', 'Graphics': 'Dedicated graphics card with 1GB memory', 'DirectX': 'Version 9.0b', 'Storage': '1 GB available space', 'Sound Card': 'DirectX Compatible Soundcard'}","{'OS *': '64bit versions of Windows 7, Windows 8, Windows 10', 'Processor': 'Intel Core i5 or AMD equivalent', 'Memory': '8 GB RAM', 'Graphics': 'Dedicated graphics card with 4GB memory', 'DirectX': 'Version 9.0', 'Storage': '1 GB available space', 'Sound Card': 'DirectX Compatible Soundcard'}","['Single-player', 'Family Sharing']","['RPG', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1316440/header.jpg?t=1712897256
333430,Sinking Island,$7.99,206,68,N/A,White Birds Productions,Microids,True,False,False,"Dec 5, 2014","{'OS *': 'Windows XP / Vista / 7 / 8', 'Processor': '1.5 GHz Processor', 'Memory': '512 MB RAM', 'Graphics': 'Video card 3D, 64 Mb', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space'}","{'OS *': 'Windows XP / Vista / 7 / 8', 'Processor': '2.2 GHz Processor', 'Memory': '1 GB RAM', 'Graphics': 'Video card 3D, 256 Mb', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space'}","['Single-player', 'Family Sharing']",['Adventure'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/333430/header.jpg?t=1709847350
2293300,Search,$0.99,N/A,N/A,N/A,Ahmad R.H.,Ahmad R.H.,True,False,False,"Mar 30, 2023","{'OS': 'Windows 10 64-bit', 'Processor': 'Pentium G4560', 'Memory': '6 GB RAM', 'Graphics': 'Intel® UHD Graphics 610', 'Storage': '800 MB available space', 'Additional Notes': 'Minimum tested sytem'}","{'OS': 'Windows 10 64-bit', 'Processor': 'Pentium Gold G5400', 'Memory': '8 GB RAM', 'Graphics': 'Intel® UHD Graphics 610', 'Storage': '800 MB available space'}","['Single-player', 'Family Sharing']","['Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2293300/header.jpg?t=1690205998
425670,Seraph,$3.99,370,80,full,Dreadbit,Dreadbit,True,False,False,"Sep 20, 2016","{'OS *': 'Windows 7 or higher', 'Processor': 'Intel i3 3.0GHz', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GeForce GT 450', 'DirectX': 'Version 9.0c', 'Storage': '2600 MB available space'}","{'OS *': 'Windows 7 or higher', 'Processor': 'Intel i5 3.0GHz', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia GeForce GTX 560', 'DirectX': 'Version 10', 'Storage': '2600 MB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",['Action'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/425670/header.jpg?t=1482427063
2112760,Hook & Go,$3.99,N/A,N/A,N/A,Unity,Skiller Studio,True,True,True,"Sep 1, 2022","{'OS': 'Windows 10 and up', 'Processor': '1Ghz and up', 'Memory': '4 GB RAM', 'Graphics': 'Dedicated video card recommanded', 'Storage': '250 MB available space'}","{'OS': 'Windows 10 and up', 'Processor': '1Ghz and up', 'Memory': '4 GB RAM', 'Graphics': 'Dedicated video card recommanded', 'Storage': '250 MB available space'}","['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2112760/header.jpg?t=1662017194
386510,Pyramid Raid,$2.99,N/A,N/A,N/A,Travian Games GmbH,Travian Games GmbH,True,True,False,"Dec 15, 2015","{'OS': '7', 'Memory': '2 GB RAM', 'DirectX': 'Version 9.0c', 'Storage': '2 GB available space', 'Sound Card': 'any'}","{'OS': '8', 'Memory': '4 GB RAM', 'Storage': '2 GB available space'}","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/386510/header.jpg?t=1450173359
397460,The Jackbox Party Pack 2,$24.99,1375,N/A,N/A,"Jackbox Games, Inc.","Jackbox Games, Inc.",True,True,True,"Oct 13, 2015","{'OS *': 'Windows 7+', 'Processor': '2 Ghz Dual Core or higher', 'Memory': '512 MB RAM', 'Network': 'Broadband Internet connection', 'Storage': '600 MB available space', 'Sound Card': 'Integrated'}",{},"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397460/header.jpg?t=1728584193
509950,Transmission,Free,N/A,N/A,full,Cardboard Sword,Cardboard Sword,True,False,False,To be announced,"{'OS': 'Windows 10', 'Processor': 'i5', 'Memory': '8 GB RAM', 'Graphics': 'GTX 970', 'DirectX': 'Version 11', 'Storage': '1 GB available space'}","{'OS': 'Windows 10', 'Processor': 'i7', 'Memory': '16 GB RAM', 'Graphics': 'GTX 1070', 'DirectX': 'Version 12', 'Network': 'Broadband Internet connection', 'Storage': '5 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/509950/header.jpg?t=1736770974
2234770,Lachesis or Atropos,Free,N/A,N/A,N/A,4noki,Quill Yuri,True,True,True,"Jul 18, 2023","{'OS *': 'Windows 7 or higher.', 'Processor': '2.0 Ghz 64-bit Intel-compatible', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL 3.0 or DirectX 11', 'Storage': '700 MB available space'}","{'OS *': 'Windows 7 or higher.', 'Processor': '2.0 Ghz 64-bit Intel-compatible', 'Memory': '2 GB RAM', 'Graphics': 'OpenGL 3.0 or DirectX 11', 'Storage': '700 MB available space'}","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2234770/header.jpg?t=1742949931
244950,Where is my Heart?,$7.99,N/A,74,N/A,Schulenburg Software,Die Gute Fabrik,True,True,False,"May 29, 2014","{'OS *': 'Windows XP/Vista/Windows 7/Windows 8 (x86 or x86_64)', 'Processor': '2 GHz', 'Memory': '1 GB RAM', 'Graphics': 'OpenGL 2.0,  dedicated card recommended', 'Storage': '500 MB available space', 'Additional Notes': 'Please make sure your drivers are up to date. This is especially important for integrated cards as laptop manufacturers will sometimes be supplying you with out of date / incorrect drivers!'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/244950/header.jpg?t=1447358229
1874660,浮生箓 Floating Life,$2.99,127,N/A,N/A,心流工作室（Heart Stream Studio）,心流工作室（Heart Stream Studio）,True,False,False,"Feb 17, 2022","{'OS *': 'Windows 7 64位或以上', 'Processor': 'Intel Core i3或以上', 'Memory': '8 MB RAM', 'Graphics': 'Intel Grahics Series', 'Storage': '3 MB available space', 'Additional Notes': '1920*1080或同比例分辨率'}","{'OS *': 'Windows 7 64位或以上', 'Processor': 'Intel Core i5或以上', 'Memory': '8 MB RAM', 'Graphics': 'Nvidia GeForce GT520或以上', 'Storage': '3 MB available space', 'Additional Notes': '1920*1080或同比例分辨率'}","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Workshop', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1874660/header.jpg?t=1673611282
3201310,AetherShot,$6.99,N/A,N/A,N/A,ProteanDerg,ProteanDerg,True,False,False,"Sep 27, 2024","{'OS': 'Win 10', 'Memory': '4 GB RAM', 'Graphics': 'Internal Graphics', 'Storage': '250 MB available space', 'Sound Card': 'Any'}","{'Memory': '6 GB RAM', 'Storage': '250 MB available space', 'Sound Card': 'Any'}","['Single-player', 'Family Sharing']","['Action', 'Indie', 'Early Access']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3201310/header.jpg?t=1739563752
970940,The Unicorn Princess,$19.99,N/A,N/A,full,Caipirinha Games,Toplitz Productions,True,False,False,"Nov 14, 2019","{'OS *': 'Requires a 64-bit processor and operating system Windows 7, 8.1, 10 (x64)', 'Processor': 'Intel i5 (4th Generation) or equivalent AMD, min. 2.4 GHz', 'Memory': '4 GB RAM', 'Graphics': 'Nvidia Geforce GTX 560 TI / AMD Radeon HD 6970, min. 2GB VRAM, Shader Model 5.0', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space'}","{'OS *': 'Requires a 64-bit processor and operating system Windows 7, 8.1, 10 (x64)', 'Processor': 'Intel i7 (5th Generation) or equivalent AMD, min. 3.0 GHz', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia Geforce GTX 770 / AMD Radeon RX 570, min. 4GB VRAM, Shader Model 5.0', 'DirectX': 'Version 9.0c', 'Storage': '3 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Sports']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/970940/header.jpg?t=1728937046
1203760,Builder VR,$3.99,N/A,N/A,N/A,"Daniel Rychlý, Milan Matonok",Fungamesvr,True,False,False,"Dec 27, 2019","{'OS': 'Windows 64 bit', 'Processor': 'Intel Core i5-4590 (AMD FX 8350)', 'Graphics': 'GeForce GTX 970 (AMD Radeon R9 290)', 'Storage': '100 MB available space', 'VR Support': 'SteamVR. Room Scale 2m by 1.5m area required'}",{},"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1203760/header.jpg?t=1588944267
